Title,Type,Episodes,Episode length,Genres,Age Limit,Studio,Author,Rate,Link
Где наша мама?,Фильм,Не указано,15 мин,['Детское'],G,Shanghai Animation Film,Te Wei,5.45,https://shikimori.me/animes/25173-xiao-kedou-zhao-mama
Ферма чудищ 5,OVA,Не указано,8 мин,"['Сёнен', 'Экшен', 'Фэнтези']",G,Не смог,Не смог X2,5.45,https://shikimori.me/animes/15937-monster-farm-5-circus-caravan-ova-kessei-orcoro-circus
Онгэки,ONA,Не указано,1 мин,['Повседневность'],G,J.C.Staff,Kana Tanabe,5.45,https://shikimori.me/animes/37802-ongeki
Вся правда японских сказок,OVA,3,17 мин,"['Безумие', 'Ужасы', 'Психологическое']",R+,Toei,Toshiharu Sugie,5.45,https://shikimori.me/animes/9829-yonimo-osoroshii-nihon-mukashibanashi
Каштан мечты,OVA,Не указано,6 мин,"['Сэйнэн', 'Повседневность']",PG-13,Diomedéa,Hiroyuki Hata,5.45,https://shikimori.me/animes/15535-yumekuri
OZ-мафия! Спецвыпуск,Спешл,Не указано,4 мин,"['Сёдзё', 'Исторический', 'Школа']",PG-13,Не смог,Не смог X2,5.45,https://shikimori.me/animes/33618-ozmafia-special
Тиби-Ева: Школьные дни,ONA,24,3 мин,"['Комедия', 'Пародия', 'Школа']",G,Xebec,Hiroaki Sakurai,5.45,https://shikimori.me/animes/4130-petit-eva-evangelion-school
Pocari Sweat x Рок-фестиваль Фудзи в две тысячи семнадцатом,ONA,Не указано,Не указано,['Музыка'],G,Не смог,Satomi Maiya,5.45,https://shikimori.me/animes/39694-pocari-sweat-x-fuji-rock-festival-17
Дети Потекко (2011),ONA,12,1 мин,['Комедия'],G,Shin-Ei,Не смог X2,5.45,https://shikimori.me/animes/22593-potecco-babies-2011
Хроники Валькирии: Спецвыпуск,Спешл,Не указано,3 мин,['Комедия'],PG-13,A-1 Pictures,Не смог X2,5.45,https://shikimori.me/animes/37908-senjou-no-valkyria-special
Утка Пеккл: Большие соревнования по плаванию,OVA,Не указано,20 мин,"['Детское', 'Фэнтези']",G,Sanrio,Не смог X2,5.44,https://shikimori.me/animes/22607-ahiru-no-pekkle-no-suieitaikai-wa-oosawagi
Газета «Синано Майнити»,Спешл,Не указано,Не указано,['Повседневность'],G,CoMix Wave Films,Makoto Shinkai,5.45,https://shikimori.me/animes/25271-shinano-mainichi-shinbun
"Ляляля, братуха",Фильм,Не указано,8 мин,['Безумие'],G,Не смог,Ryouji Yamada,5.46,https://shikimori.me/animes/48966-lalala-brothers
Сугио,ONA,3,4 мин,['Комедия'],G,DLE,Не смог X2,5.45,https://shikimori.me/animes/31807-sugio-mori-de-koi-wo-shite
Осомацу-сан x Коллекция Tokyo Girls 2016,Фильм,Не указано,2 мин,['Комедия'],PG-13,Pierrot,Не смог X2,5.45,https://shikimori.me/animes/36865-tokyo-girls-collection-2016-a-w-x-osomatsu-san-special-movie
"Удачи, Алиса",OVA,Не указано,28 мин,"['Экшен', 'Комедия']",PG-13,Venet,Ryou Ramiya,5.44,https://shikimori.me/animes/16261-arisa-good-luck
"Персиковый мальчик, пришедший с другого побережья: Мини-аниме",ONA,12,1 мин,"['Сёнен', 'Фэнтези']",PG-13,AQUA ARIS,Cool-kyou Shinja,5.46,https://shikimori.me/animes/49214-peach-boy-riverside-mini-anime
Наследие Ару Каруру,OVA,Не указано,1 час 15 мин,"['Сэйнэн', 'Фантастика', 'Космос']",R+,animate Film,Katsumi Michihara,5.43,https://shikimori.me/animes/6078-al-caral-no-isan
Готов к приключениям,OVA,3,45 мин,"['Сэйнэн', 'Комедия']",R+,Knack,Nonki Miyasu,5.44,https://shikimori.me/animes/5648-bouken-shite-mo-ii-koro
Сага об Амоне,OVA,Не указано,1 час 14 мин,"['Экшен', 'Приключения', 'Фэнтези']",R-17,Toei,Yoshitaka Amano,5.43,https://shikimori.me/animes/2249-amon-saga
Регистрация,Фильм,Не указано,11 мин,"['Музыка', 'Психологическое']",G,Не смог,Tadanari Okamoto,5.44,https://shikimori.me/animes/29585-chikotan
"Девочка, влюблённая в кандзи",ONA,2,2 мин,"['Повседневность', 'Школа']",PG,4C,Akiko Saitou,5.44,https://shikimori.me/animes/31618-kanojo-ga-kanji-wo-suki-na-riyuu
Боевой перерыв,ONA,Не указано,18 мин,"['Детское', 'Экшен']",G,OLM,Toshihiro Kohama,5.43,https://shikimori.me/animes/13041-battle-break
Популярный ресторан,Фильм,Не указано,18 мин,"['Фэнтези', 'Ужасы', 'Сверхъестественное']",G,Не смог,Kenji Miyazawa,5.44,https://shikimori.me/animes/7621-chuumon-no-ooi-ryouriten
Большая Война: Бог Пустыни,OVA,Не указано,1 час 11 мин,"['Экшен', 'Фантастика', 'Военное', 'Космос']",R+,Magic Bus,Toshifumi Takizawa,5.43,https://shikimori.me/animes/2622-big-wars-kami-utsu-akaki-kouya-ni
Оборотни: Спецвыпуски,OVA,2,10 мин,"['Детектив', 'Фантастика']",PG-13,Production I.G,Kasumi Fukagawa,5.44,https://shikimori.me/animes/10104-loups-garous-overture
Макото,Фильм,Не указано,1 час 24 мин,"['Комедия', 'Сёнен']",R+,Tokyo Movie Shinsha,Kazuo Umezu,5.44,https://shikimori.me/animes/8372-makoto-chan
Мазингер ZIP!,TV Сериал,227,1 мин,"['Комедия', 'Меха']",G,Kate Arrow,Go Nagai,5.44,https://shikimori.me/animes/18365-mazinger-zip
Насладитесь летописью войн острова Лодосс. Вкусно?,TV Сериал,13,2 мин,['Комедия'],PG-13,Deen,Iku Suzuki,5.44,https://shikimori.me/animes/23229-meshimase-lodoss-tou-senki-sorette-oishii-no
Моэгаку 5,TV Сериал,40,7 мин,['Пародия'],G,AIC,Yoshihiro Takamoto,5.44,https://shikimori.me/animes/3573-moegaku-5
Пилон принцессы!,ONA,14,4 мин,Не указано,PG-13,Tatsunoko,Hitomi Ezoe,5.45,https://shikimori.me/animes/53680-pole-princess
Когда дедушка был пиратом,Фильм,Не указано,3 мин,['Комедия'],G,Не смог,Tadanari Okamoto,5.44,https://shikimori.me/animes/13091-ojiichan-ga-kaizoku-datta-koro
Счастливая  Каппи,TV Сериал,25,5 мин,"['Сёдзё', 'Комедия', 'Фэнтези']",G,Shogakukan Music &amp; Digital,Cheru Watanabe,5.44,https://shikimori.me/animes/10347-happy-kappy
Ченнелер,Фильм,Не указано,5 мин,['Музыка'],G,Не смог,Takashi Ohashi,5.43,https://shikimori.me/animes/39273-channeler
За пределами сада,ONA,2,Не указано,['Безумие'],G,Saigo no Shudan,Не смог X2,5.44,https://shikimori.me/animes/38511-oniwa-no-soto
Маленькие летающие крошки,TV Сериал,12,1 мин,"['Комедия', 'Повседневность']",PG-13,Fukushima Gaina,Yoshinori Asao,5.44,https://shikimori.me/animes/40758-hulaing-babies-petit
Академия Чен-Куро,Фильм,3,3 мин,"['Комедия', 'Пародия', 'Школа']",G,PuYUKAI,Не смог X2,5.43,https://shikimori.me/animes/34762-chen-kuro-gakuen
Мангака Марина попадает в Камелот,OVA,Не указано,48 мин,"['Приключения', 'Комедия', 'Фэнтези']",PG-13,Ashi,Masahiro Koyama,5.42,https://shikimori.me/animes/5931-ai-to-ken-no-camelot-mangaka-marina-time-slip-jiken
Истребители демонов 2,ONA,3,1 мин,"['Экшен', 'Демоны']",PG-13,4C,Takahiro Tanaka,5.44,https://shikimori.me/animes/33366-toukiden-2
Оружейная лавка для леди и джентльменов (2019),ONA,3,5 мин,"['Комедия', 'Фэнтези', 'Этти']",PG-13,IMAGICA Lab.,Fumi Ayamiya,5.44,https://shikimori.me/animes/39325-otona-no-bouguya-san-rimen
Сложности жизни: Идеальная эволюция,OVA,10,5 мин,"['Комедия', 'Повседневность']",G,CoMix Wave Films,Не смог X2,5.44,https://shikimori.me/animes/16373-peeping-life-the-perfect-evolution
Ваззрок,TV Сериал,13,23 мин,['Музыка'],PG-13,PRA,Yoshihiro Takamoto,5.44,https://shikimori.me/animes/43771-vazzrock-the-animation
Владыка Вермилиона IV,ONA,16,Не указано,"['Фэнтези', 'Игры']",G,Не смог,Не смог X2,5.43,https://shikimori.me/animes/36447-lord-of-vermilion-iv
Дикий уборщик,Спешл,Не указано,Не указано,['Безумие'],G,Не смог,Densuke28,5.44,https://shikimori.me/animes/42800-wild-cleaner
Фасоль x Гэйст-крушитель,Спешл,Не указано,Не указано,"['Комедия', 'Фэнтези', 'Пародия']",G,Не смог,Не смог X2,5.43,https://shikimori.me/animes/33547-mameshiba-x-gaist-crusher-collab-cm
Вальпургиевая ночная лихорадка,ONA,11,2 мин,"['Комедия', 'Фантастика']",PG-13,Lantis,Kazuya Ichikawa,5.44,https://shikimori.me/animes/8706-sos-tv-walpurgis-night-fever
"Пожелай мне, Мелл",ONA,3,1 мин,"['Детское', 'Фэнтези']",G,Sanrio,Не смог X2,5.44,https://shikimori.me/animes/11789-wish-me-mell
Граница,OVA,Не указано,43 мин,"['Сэйнэн', 'Приключения']",R+,Artland,Marley Caribu,5.43,https://shikimori.me/animes/16255-meisou-ou-border
Приглушённый танк,ONA,53,7 мин,['Комедия'],G,Не смог,Rareko,5.44,https://shikimori.me/animes/21275-yawaraka-sensha
Горизонт Дзунды,Фильм,Не указано,23 мин,Не указано,PG-13,WAO World,Hiroshi Takeuchi,5.44,https://shikimori.me/animes/33390-zunda-horizon
Клёвый мальчик,OVA,Не указано,30 мин,"['Сёдзё', 'Романтика']",PG-13,Madhouse,Tsueko Azumi,5.43,https://shikimori.me/animes/2091-oshare-kozou-wa-hanamaru
Робокар Поли,TV Сериал,26,11 мин,"['Детское', 'Комедия', 'Машины']",G,RoiVisual,Не смог X2,5.43,https://shikimori.me/animes/31898-robocar-poli
Наш клуб удачи и логики!,TV Сериал,12,1 мин,"['Комедия', 'Игры', 'Школа']",PG-13,Doga Kobo,Yuuya Takahashi,5.43,https://shikimori.me/animes/32084-watashitachi-luck-logic-bu
Меч обезьяны Масамунэ,Фильм,Не указано,9 мин,"['Приключения', 'Военное']",G,Не смог,Yasuji Murata,5.43,https://shikimori.me/animes/4391-saru-masamune
Звёздный принц Паппи,TV Сериал,52,25 мин,"['Экшен', 'Фантастика', 'Космос', 'Супер']",PG,Eiken,Takuo Noda,5.43,https://shikimori.me/animes/6448-yuusei-shounen-papii
Перо ангела,OVA,2,29 мин,"['Сёнен', 'Драма', 'Фэнтези', 'Романтика', 'Фантастика', 'Сверхъестественное', 'Школа']",PG-13,Venet,Yasuhiro Kuroda,5.42,https://shikimori.me/animes/1640-angel-s-feather
Воробьиный отель,TV Сериал,12,3 мин,['Комедия'],PG-13,Hotline,Yuka Santou,5.43,https://shikimori.me/animes/17849-sparrow-s-hotel
Самоволка,TV Сериал,12,24 мин,"['Экшен', 'Фантастика', 'Военное', 'Космос']",PG-13,Deen,Kazuhiko Suzuki,5.42,https://shikimori.me/animes/12951-awol
Заключительная глава путешествия,Фильм,Не указано,39 мин,"['Драма', 'Романтика']",PG-13,APPP,Не смог X2,5.43,https://shikimori.me/animes/5640-tabidachi-ami-shuushou
День рождения,Фильм,Не указано,1 мин,"['Безумие', 'Музыка']",G,Не смог,Toshiaki Hanzaki,5.42,https://shikimori.me/animes/39088-birthday
Странница во времени Кёко,OVA,Не указано,11 мин,"['Комедия', 'Фэнтези']",G,Production I.G,Arina Tanemura,5.43,https://shikimori.me/animes/1613-jikuu-ihoujin-kyoko-chocola-ni-omakase
Ami no Monomane 150 RenpatsuАнимеКомеди,Спешл,Не указано,2 мин,"['Комедия', 'Пародия']",PG-13,J.C.Staff,Не смог X2,5.44,https://shikimori.me/animes/51200-ami-no-monomane-150-renpatsu
Нам нет пути назад,OVA,Не указано,28 мин,"['Сёнен', 'Драма', 'Романтика']",PG-13,J.C.Staff,Kazuna Uchida,5.42,https://shikimori.me/animes/1216-boku-wa-konomama-kaeranai
История Болоджи,ONA,Не указано,11 мин,"['Безумие', 'Драма', 'Романтика']",G,Не смог,Не смог X2,5.42,https://shikimori.me/animes/7504-bollogi-iyagi
Популярный ресторан (1993),Фильм,Не указано,21 мин,"['Фэнтези', 'Ужасы', 'Сверхъестественное']",G,Magic Bus,Kenji Miyazawa,5.42,https://shikimori.me/animes/30967-chuumon-no-ooi-ryouriten-1993
Любовь и смерть,Спешл,Не указано,1 мин,['Экшен'],G,Не смог,Wataru Uekusa,5.41,https://shikimori.me/animes/32150-ai-to-shi
Вселенная милашки Хани,TV Сериал,12,23 мин,"['Сёнен', 'Экшен', 'Комедия', 'Романтика', 'Фантастика']",R-17,Production Reed,Go Nagai,5.42,https://shikimori.me/animes/36976-cutie-honey-universe
